1,19466370,0
2,38932740,0
3,56039718,0
4,75507668,0
5,94975618,0
6,112083984,0
7,131550354,0
8,151018304,0
9,170484674,0
10,189951044,97406236
11,209417414,0
12,228883784,0
13,248350154,0
14,267816524,0
15,287282894,0
16,306749264,0
17,326215634,0
18,343322612,0
19,362788982,0
20,382255352,197119418
21,401723302,0
22,421189672,0
23,440657622,0
24,457764600,0
25,474871578,0
26,491978556,0
27,511444926,0
28,530911296,0
29,550377666,0
30,569844036,290410787
31,586952402,0
32,606418772,0
33,623525750,0
34,642992120,0
35,662458490,0
36,681924860,0
37,701392810,0
38,720859180,0
39,740325550,0
40,759791920,387043050
41,779258290,0
42,796365268,0
43,815831638,0
44,832940004,0
45,852406374,0
46,871872744,0
47,891339114,0
48,910805484,0
49,930273434,0
50,949739804,486225496
51,969206174,0
52,988672544,0
53,1005780910,0
54,1025247280,0
55,1042354258,0
56,1061820628,0
57,1081286998,0
58,1100754948,0
59,1120221318,0
60,1139687688,585204107
61,1156796054,0
62,1176262424,0
63,1195728794,0
64,1215195164,0
65,1234661534,0
66,1254127904,0
67,1271234882,0
68,1290701252,0
69,1307808230,673947837
